,SpeciesID,TableIdx,VertClass,TreeID,IGH_AnnotationLevel,IGH_TotalLength,IGH_TotalGenes,IGH_MinDir,IGH_NumContigs,IGH_LocusFraction,IGK_AnnotationLevel,IGK_TotalLength,IGK_TotalGenes,IGK_MinDir,IGK_NumContigs,IGK_LocusFraction,IGL_AnnotationLevel,IGL_TotalLength,IGL_TotalGenes,IGL_MinDir,IGL_NumContigs,IGL_LocusFraction,IGI_AnnotationLevel,IGI_TotalLength,IGI_TotalGenes,IGI_MinDir,IGI_NumContigs,IGI_LocusFraction,LatinName
219,Emu,348,birds,GCF_036370855.1,0,49027.0,17,0.5882352941176471,1,0.0896405200675042,3,0.0,0,0.0,0,0.0,0,49686.0,24,1.0,1,0.0024800796484622,3,0.0,0,0.0,0,0.0,dromaius_novaehollandiae
220,Common_Cuckoo,316,birds,GCF_017976375.1,0,46414.0,20,0.8,1,0.0462482002022747,3,0.0,0,0.0,0,0.0,0,12542.0,5,1.0,1,0.0036996504476336,3,0.0,0,0.0,0,0.0,cuculus_canorus
221,RedBilled_Tropicbird,286,birds,GCA_964289735.1,0,42230.0,10,0.6,1,0.3807557410897025,3,0.0,0,0.0,0,0.0,0,21492.0,6,1.0,1,0.0013050346697652,3,0.0,0,0.0,0,0.0,phaethon_aethereus
222,Eurasian_Nightjar,309,birds,GCA_907165065.1,0,586502.0,96,0.6979166666666666,1,0.892592496769785,3,0.0,0,0.0,0,0.0,0,17271.0,9,1.0,1,0.0126232467712817,3,0.0,0,0.0,0,0.0,caprimulgus_europaeus
223,RedLegged_Seriema,255,birds,GCA_009819825.1,0,830034.0,30,0.6333333333333333,1,0.5548774740338007,3,0.0,0,0.0,0,0.0,0,26224.0,22,1.0,1,0.0015360915619287,3,0.0,0,0.0,0,0.0,cariama_cristata
224,Carmine_BeeEater,258,birds,GCA_009819595.1,0,45443.0,29,0.5862068965517241,1,0.969636836939359,3,0.0,0,0.0,0,0.0,0,20735.0,11,0.9090909090909092,1,0.0003254321105927,3,0.0,0,0.0,0,0.0,merops_nubicus
225,Macqueens_Bustard,314,birds,GCA_036417535.1,0,84148.0,11,0.5454545454545454,1,0.2860026986516938,3,0.0,0,0.0,0,0.0,0,70189.0,40,1.0,1,0.0043162788386602,3,0.0,0,0.0,0,0.0,chlamydotis_macqueenii
226,Humboldt_Penguin,284,birds,GCA_027474245.1,0,21333.0,18,0.5555555555555556,1,0.434861487657215,3,0.0,0,0.0,0,0.0,0,32868.0,23,1.0,1,0.001868085156447,3,0.0,0,0.0,0,0.0,spheniscus_humboldti
227,CuckooRoller,261,birds,GCA_034619465.1,0,115628.0,59,0.6440677966101694,1,0.7124952244802387,3,0.0,0,0.0,0,0.0,0,92416.0,37,1.0,1,0.0049087471051904,3,0.0,0,0.0,0,0.0,leptosomus_discolor
228,Elegant_Crested_Tinamou,347,birds,GCA_047922985.1,0,295804.0,11,0.6363636363636364,1,0.8048102953379859,3,0.0,0,0.0,0,0.0,0,15665.0,5,1.0,1,0.0011472360472771,3,0.0,0,0.0,0,0.0,eudromia_elegans
229,Kagu,287,birds,GCA_027574665.1,0,41404.0,19,0.631578947368421,1,0.0009521005620921,3,0.0,0,0.0,0,0.0,0,21350.0,13,1.0,1,0.0011834026312112,3,0.0,0,0.0,0,0.0,rhynochetos_jubatus
230,Surucua_Trogon,260,birds,GCA_020746105.1,2,123060.0,96,0.52,2,,3,0.0,0,0.0,0,0.0,0,28787.0,17,1.0,1,0.0202251627525949,3,0.0,0,0.0,0,0.0,trogon_surrucura
231,Whiskered_Treeswift,308,birds,GCA_020745705.1,0,45157.0,21,0.6666666666666666,1,0.4279919248594906,3,0.0,0,0.0,0,0.0,0,12641.0,9,0.5555555555555556,1,0.0214729553893873,3,0.0,0,0.0,0,0.0,hemiprocne_comata
232,Corys_Shearwater,283,birds,GCA_964195595.2,0,512806.0,18,0.5,1,0.8122089671382324,3,0.0,0,0.0,0,0.0,0,77479.0,25,1.0,1,0.0044193595085845,3,0.0,0,0.0,0,0.0,calonectris_borealis
233,Abyssinian_Ground_Hornbill,259,birds,GCA_009769605.1,0,68799.0,19,0.6842105263157895,1,0.2176790895313187,3,0.0,0,0.0,0,0.0,0,21830.0,11,1.0,1,0.0286322869366994,3,0.0,0,0.0,0,0.0,bucorvus_abyssinicus
234,Maguari_Stork,282,birds,GCA_017639555.1,0,68037.0,56,0.5535714285714286,1,0.732778304325349,3,0.0,0,0.0,0,0.0,0,14781.0,9,1.0,1,0.0008607435097896,3,0.0,0,0.0,0,0.0,ciconia_maguari
235,Lesser_Rhea,350,birds,GCF_028389875.1,0,50354.0,13,0.6153846153846154,1,0.4459026264987691,3,0.0,0,0.0,0,0.0,0,53175.0,24,1.0,1,0.0030488119523748,3,0.0,0,0.0,0,0.0,rhea_pennata
236,North_Island_Brown_Kiwi,349,birds,GCF_036417845.1,0,28062.0,26,0.6153846153846154,1,0.0433423430380724,3,0.0,0,0.0,0,0.0,0,43075.0,15,1.0,1,0.0020610471890091,3,0.0,0,0.0,0,0.0,apteryx_mantelli
237,Great_Potoo,313,birds,GCF_013368605.1,0,70959.0,15,0.5333333333333333,1,0.4381862194173078,3,0.0,0,0.0,0,0.0,0,22430.0,18,1.0,1,0.0013975493228054,3,0.0,0,0.0,0,0.0,nyctibius_grandis
238,Rifleman,240,birds,GCA_016904835.1,0,99816.0,83,0.5180722891566265,1,0.0007308592825989,3,0.0,0,0.0,0,0.0,0,69631.0,20,1.0,1,0.004569505058769,3,0.0,0,0.0,0,0.0,acanthisitta_chloris
239,YellowThroated_Sandgrouse,318,birds,GCA_009769525.1,0,377837.0,6,0.6666666666666666,1,0.0028425642498424,3,0.0,0,0.0,0,0.0,0,18963.0,11,1.0,1,0.0012036524310312,3,0.0,0,0.0,0,0.0,pterocles_gutturalis
240,RedThroated_Loon,285,birds,GCF_030936135.1,0,26535.0,20,0.65,1,0.4478254265606805,3,0.0,0,0.0,0,0.0,0,20194.0,13,1.0,1,0.0011727708555349,3,0.0,0,0.0,0,0.0,gavia_stellata
241,Northern_Gannet,281,birds,GCA_031468815.1,0,64102.0,37,0.5135135135135135,1,0.3164093350181646,3,0.0,0,0.0,0,0.0,0,62375.0,21,1.0,1,0.0019414568661197,3,0.0,0,0.0,0,0.0,morus_bassanus
242,Common_Swift,307,birds,GCF_020740795.1,0,27061.0,8,0.5,1,0.8270729545524007,3,0.0,0,0.0,0,0.0,0,15664.0,13,0.6923076923076923,1,0.001049292849368,3,0.0,0,0.0,0,0.0,apus_apus
243,RedCrested_Turaco,315,birds,GCA_009769465.1,0,32920.0,13,0.5384615384615384,1,0.703238485858327,3,0.0,0,0.0,0,0.0,0,18242.0,14,1.0,1,0.0200009648530353,3,0.0,0,0.0,0,0.0,tauraco_erythrolophus
244,Common_Ostrich,346,birds,GCF_040807025.1,0,474811.0,15,0.8,1,0.0681862308363505,3,0.0,0,0.0,0,0.0,0,76203.0,14,1.0,1,0.0032277933068622,3,0.0,0,0.0,0,0.0,struthio_camelus_australis
245,Mountain_OwletNightjar,310,birds,GCA_039906565.1,0,12251.0,10,0.5,1,0.0738416842968133,3,0.0,0,0.0,0,0.0,0,36788.0,11,0.8181818181818182,1,0.0024173178469391,3,0.0,0,0.0,0,0.0,aegotheles_albertisi
246,King_Vulture,273,birds,GCA_037962945.1,0,92717.0,21,0.5238095238095238,1,0.2528719017280503,3,0.0,0,0.0,0,0.0,0,27524.0,21,1.0,1,0.0013191235046394,3,0.0,0,0.0,0,0.0,sarcoramphus_papa
247,Great_Cormorant,280,birds,GCF_963921805.1,0,116125.0,66,0.5151515151515151,1,0.0746639079330522,3,0.0,0,0.0,0,0.0,0,42212.0,18,1.0,1,0.0387961181823947,3,0.0,0,0.0,0,0.0,phalacrocorax_carbo
248,European_Shag,278,birds,GCA_949628215.1,0,67907.0,19,0.5263157894736842,1,0.2943328348828641,3,0.0,0,0.0,0,0.0,0,24708.0,14,1.0,1,0.0014224581548423,3,0.0,0,0.0,0,0.0,gulosus_aristotelis
249,Herring_Gull,297,birds,GCA_964417175.1,0,1189227.0,64,0.59375,1,0.4622038757861115,3,0.0,0,0.0,0,0.0,0,31263.0,18,1.0,1,0.0017608887365359,3,0.0,0,0.0,0,0.0,larus_argentatus
250,YellowLegged_Gull,296,birds,GCA_964199755.1,0,124081.0,84,0.6190476190476191,1,0.4732141154575167,3,0.0,0,0.0,0,0.0,0,40943.0,25,1.0,1,0.0023548993098361,3,0.0,0,0.0,0,0.0,larus_michahellis
251,BlackHeaded_Gull,294,birds,GCF_963924245.1,0,90737.0,67,0.582089552238806,1,0.4489241592907219,3,0.0,0,0.0,0,0.0,0,26262.0,17,1.0,1,0.0015127710259015,3,0.0,0,0.0,0,0.0,chroicocephalus_ridibundus
252,European_Golden_Plover,288,birds,GCA_017639485.1,0,40988.0,41,0.6585365853658537,1,0.2441680367908118,3,0.0,0,0.0,0,0.0,0,56215.0,33,1.0,1,0.0032617960505663,3,0.0,0,0.0,0,0.0,pluvialis_apricaria
253,Common_Tern,292,birds,GCA_009819605.1,0,100184.0,51,0.7647058823529411,1,0.3759602214091379,3,0.0,0,0.0,0,0.0,0,43093.0,27,1.0,1,0.0012304918583745,3,0.0,0,0.0,0,0.0,sterna_hirundo
254,Razorbill,290,birds,GCA_008658365.1,0,36118.0,31,0.6129032258064516,1,0.2688791614555416,3,0.0,0,0.0,0,0.0,0,19095.0,20,1.0,1,0.000556334044462,3,0.0,0,0.0,0,0.0,alca_torda
255,BlackLegged_Kittiwake,293,birds,GCF_028500815.1,0,37229.0,27,0.5185185185185185,1,0.174196023750813,3,0.0,0,0.0,0,0.0,0,31891.0,14,1.0,1,0.0018161642663088,3,0.0,0,0.0,0,0.0,rissa_tridactyla
256,Northern_Lapwing,289,birds,GCA_965231255.1,0,82974.0,7,0.7142857142857143,1,0.8318779262705153,3,0.0,0,0.0,0,0.0,0,28666.0,13,1.0,1,0.0016353563751658,3,0.0,0,0.0,0,0.0,vanellus_vanellus
257,Lesser_BlackBacked_Gull,295,birds,GCA_963932225.1,0,67547.0,50,0.54,1,0.4555491111171059,3,0.0,0,0.0,0,0.0,0,50791.0,28,1.0,1,0.0029078966073319,3,0.0,0,0.0,0,0.0,larus_fuscus
258,Eurasian_Curlew,291,birds,GCA_964106895.1,0,98942.0,76,0.5789473684210527,1,0.6193901377855403,3,0.0,0,0.0,0,0.0,0,17197.0,14,1.0,1,0.0009792331619813,3,0.0,0,0.0,0,0.0,numenius_arquata
259,LancedTailed_Manakin,236,birds,GCF_009829145.1,0,122985.0,3,0.6666666666666666,1,0.2092727650175777,3,0.0,0,0.0,0,0.0,0,52202.0,16,1.0,1,0.0034622122303864,3,0.0,0,0.0,0,0.0,chiroxiphia_lanceolata
260,WhiteCrowned_Manakin,237,birds,GCF_036250125.1,0,16618.0,13,0.6153846153846154,1,0.3945675143053874,3,0.0,0,0.0,0,0.0,0,56369.0,18,1.0,1,0.0037439879765175,3,0.0,0,0.0,0,0.0,dixiphia_pipra
261,Xingu_ScaleBacked_Antbird,238,birds,GCA_045364795.1,0,1289336.0,1,1.0,1,0.0222964517293746,3,0.0,0,0.0,0,0.0,0,29546.0,14,1.0,1,0.0017429995378508,3,0.0,0,0.0,0,0.0,willisornis_vidua
262,RedFronted_Tinkerbird,257,birds,GCF_015220805.1,0,18491.0,14,0.6428571428571429,1,0.8843983164339009,3,0.0,0,0.0,0,0.0,0,15390.0,11,1.0,1,0.0008399386861132,3,0.0,0,0.0,0,0.0,pogoniulus_pusillus
263,Downy_Woodpecker,256,birds,GCF_014839835.1,0,833316.0,2,0.5,1,0.0844626220797455,3,0.0,0,0.0,0,0.0,0,16788.0,14,1.0,1,0.00095989027473,3,0.0,0,0.0,0,0.0,dryobates_pubescens
264,King_Quail,330,birds,GCA_039878825.1,0,13308.0,8,0.5,1,0.3648426362539753,3,0.0,0,0.0,0,0.0,0,21415.0,4,0.5,1,0.0018255797696947,3,0.0,0,0.0,0,0.0,coturnix_chinensis
265,Western_Capercaillie,329,birds,GCA_951394365.1,0,3866.0,3,0.6666666666666666,1,0.1996591437277281,3,0.0,0,0.0,0,0.0,0,22524.0,10,0.6,1,0.001761906263051,3,0.0,0,0.0,0,0.0,tetrao_urogallus
266,White_Leghorn_Layer_Chicken,327,birds,GCF_016700215.2,0,52352.0,38,0.5263157894736842,1,0.1626500222140063,3,0.0,0,0.0,0,0.0,0,21440.0,15,0.5333333333333333,1,0.0016881363384259,3,0.0,0,0.0,0,0.0,gallus_gallus
267,Rock_Ptarmigan,328,birds,GCF_023343835.1,0,45808.0,9,0.6666666666666666,1,0.4548054011119936,3,0.0,0,0.0,0,0.0,0,21757.0,10,0.7,1,0.0030436394412696,3,0.0,0,0.0,0,0.0,lagopus_muta
268,House_Finch,198,birds,GCF_027477595.1,0,92003.0,94,0.5531914893617021,1,0.6424566181348417,3,0.0,0,0.0,0,0.0,0,22366.0,14,1.0,1,0.0022738224738977,3,0.0,0,0.0,0,0.0,haemorhous_mexicanus
269,Village_Indigobird,197,birds,GCF_026979565.1,0,77622.0,15,0.6,1,0.3360085190379721,3,0.0,0,0.0,0,0.0,0,21561.0,8,1.0,1,0.00148594185702,3,0.0,0,0.0,0,0.0,vidua_chalybeata
270,BlackCapped_Chickadee,219,birds,GCF_030490865.1,0,164144.0,89,0.5168539325842697,1,0.0130978647745046,3,0.0,0,0.0,0,0.0,0,19417.0,13,1.0,1,0.0013210737076396,3,0.0,0,0.0,0,0.0,poecile_atricapillus
271,Blue_Jay,234,birds,GCA_046129655.1,0,79201.0,90,0.5222222222222223,1,0.5195756852145846,3,0.0,0,0.0,0,0.0,0,150270.0,51,1.0,1,0.0099604914425744,3,0.0,0,0.0,0,0.0,cyanocitta_cristata
272,Song_Sparrow,203,birds,GCF_035770615.1,2,106770.0,112,0.5303030303030303,2,,3,0.0,0,0.0,0,0.0,0,23752.0,16,1.0,1,0.0025773179096466,3,0.0,0,0.0,0,0.0,melospiza_melodia
273,Paradise_Crow,231,birds,GCA_014706295.1,0,12647.0,18,0.6111111111111112,1,0.6142003788062745,3,0.0,0,0.0,0,0.0,0,25355.0,12,1.0,1,0.0018825150252244,3,0.0,0,0.0,0,0.0,lycocorax_pyrrhopterus
274,Barn_Swallow,213,birds,GCF_015227805.1,0,3677.0,1,1.0,1,0.0299339775474816,3,0.0,0,0.0,0,0.0,0,20944.0,16,1.0,1,0.0014975036005795,3,0.0,0,0.0,0,0.0,hirundo_rustica
275,Savannah_Sparrow,207,birds,GCA_031885435.1,0,146250.0,63,0.5555555555555556,1,0.012246045280977,3,0.0,0,0.0,0,0.0,0,23929.0,16,1.0,1,0.0015834439353051,3,0.0,0,0.0,0,0.0,passerculus_sandwichensis
276,Common_Myna,230,birds,GCA_027559615.1,0,69452.0,58,0.5172413793103449,1,0.5935307439217196,3,0.0,0,0.0,0,0.0,0,21190.0,9,1.0,1,0.0014819065780636,3,0.0,0,0.0,0,0.0,acridotheres_tristis
277,Eastern_BlackEared_Wheatear,220,birds,GCF_029582105.1,0,5467748.0,88,0.5909090909090909,1,0.5341510480364396,3,0.0,0,0.0,0,0.0,0,96842.0,5,1.0,1,0.0071928638519411,3,0.0,0,0.0,0,0.0,oenanthe_melanoleuca
278,Bengalese_Finch,196,birds,GCA_046129695.1,0,768591.0,45,0.5777777777777777,1,0.6006386255951948,3,0.0,0,0.0,0,0.0,0,19953.0,10,1.0,1,0.0012928413663621,3,0.0,0,0.0,0,0.0,lonchura_striata_domestica
279,Nelsons_Sparrow,205,birds,GCF_027579445.1,0,101233.0,26,0.5384615384615384,1,0.2376077042419805,3,0.0,0,0.0,0,0.0,0,23946.0,15,1.0,1,0.0016048345826102,3,0.0,0,0.0,0,0.0,ammospiza_nelsoni
280,Hawaiian_Crow,232,birds,GCF_020740725.1,0,112692.0,45,0.6888888888888889,1,0.3335967958224914,3,0.0,0,0.0,0,0.0,0,81071.0,44,1.0,1,0.0052060065285226,3,0.0,0,0.0,0,0.0,corvus_hawaiiensis
281,SilverEye,214,birds,GCA_965231275.1,2,2283768.0,512,0.5,6,,3,0.0,0,0.0,0,0.0,0,35363.0,26,1.0,1,0.0025066980790158,3,0.0,0,0.0,0,0.0,zosterops_lateralis
282,Garden_Warbler,211,birds,GCA_014839755.1,0,107306.0,76,0.5263157894736842,1,0.4985759089325126,3,0.0,0,0.0,0,0.0,0,27972.0,18,1.0,1,0.0020206246454949,3,0.0,0,0.0,0,0.0,sylvia_borin
283,Swamp_Sparrow,202,birds,GCF_028018845.1,0,76213.0,84,0.5,1,0.3789994529812521,3,0.0,0,0.0,0,0.0,0,23205.0,16,1.0,1,0.0015899398227818,3,0.0,0,0.0,0,0.0,melospiza_georgiana
284,Common_Yellowthroat,215,birds,GCA_009764595.1,0,24649.0,29,0.6206896551724138,1,0.9456379958566716,3,0.0,0,0.0,0,0.0,0,23116.0,11,1.0,1,0.001607679136844,3,0.0,0,0.0,0,0.0,geothlypis_trichas
285,Seaside_Sparrow,206,birds,GCA_036010785.1,0,61247.0,67,0.6417910447761194,1,0.2279679154337185,3,0.0,0,0.0,0,0.0,0,24473.0,18,1.0,1,0.0015586060522418,3,0.0,0,0.0,0,0.0,ammospiza_maritima
286,House_Sparrow,210,birds,GCF_036417665.1,0,338173.0,308,0.5162337662337663,1,0.4529294769197801,3,0.0,0,0.0,0,0.0,0,21926.0,8,1.0,1,0.0015709636958787,3,0.0,0,0.0,0,0.0,passer_domesticus
287,European_Blackcap,212,birds,GCF_009819655.1,0,90556.0,85,0.5882352941176471,1,0.9741603735020116,3,0.0,0,0.0,0,0.0,0,38370.0,18,1.0,1,0.0027032137597455,3,0.0,0,0.0,0,0.0,sylvia_atricapilla
288,WhiteThroated_Dipper,223,birds,GCF_963662255.1,0,718564.0,24,0.5416666666666666,1,0.5506326155440052,3,0.0,0,0.0,0,0.0,0,18669.0,9,1.0,1,0.0011682666268671,3,0.0,0,0.0,0,0.0,cinclus_cinclus
289,Zebra_Finch,195,birds,GCA_048771995.1,0,2041597.0,8,0.625,1,0.406916595727887,3,0.0,0,0.0,0,0.0,0,20266.0,13,1.0,1,0.0014652215925337,3,0.0,0,0.0,0,0.0,taeniopygia_guttata
290,RedWinged_Blackbird,226,birds,GCF_020745825.1,0,62397.0,74,0.5675675675675675,1,0.57760559860035,3,0.0,0,0.0,0,0.0,0,21983.0,11,1.0,1,0.0015215583282252,3,0.0,0,0.0,0,0.0,agelaius_phoeniceus
291,Western_Jackdaw,235,birds,GCA_965178545.1,0,126761.0,40,0.525,1,0.0342254765028405,3,0.0,0,0.0,0,0.0,0,81093.0,41,1.0,1,0.0049123758821383,3,0.0,0,0.0,0,0.0,coloeus_monedula
292,Saltmarsh_Sparrow,204,birds,GCF_027887145.1,0,22576.0,33,0.5757575757575758,1,0.0998650830513348,3,0.0,0,0.0,0,0.0,0,24461.0,13,1.0,1,0.0426389762880505,3,0.0,0,0.0,0,0.0,ammodramus_caudacutus
293,WhiteThroated_Sparrow,209,birds,GCA_047830755.1,0,951388.0,280,0.5392857142857143,1,0.8360263904364549,3,0.0,0,0.0,0,0.0,0,22900.0,16,1.0,1,0.0015026368980955,3,0.0,0,0.0,0,0.0,zonotrichia_albicollis
294,Swainsons_Thrush,218,birds,GCF_009819885.2,0,22556.0,16,0.5625,1,0.2265295464588438,3,0.0,0,0.0,0,0.0,0,64070.0,30,1.0,1,0.0044596311501511,3,0.0,0,0.0,0,0.0,catharus_ustulatus
295,European_Robin,217,birds,GCA_903797595.2,0,178570.0,170,0.5117647058823529,1,0.9735367236566644,3,0.0,0,0.0,0,0.0,0,32406.0,8,1.0,1,0.030378935171731,3,0.0,0,0.0,0,0.0,erithacus_rubecula
296,Common_Chaffinch,199,birds,GCA_963513975.1,0,30112.0,21,0.6190476190476191,1,0.7222142274667818,3,0.0,0,0.0,0,0.0,0,20992.0,9,1.0,1,0.001335246304347,3,0.0,0,0.0,0,0.0,fringilla_coelebs
297,New_Caledonian_Crow,233,birds,GCF_009650955.1,0,17977.0,14,0.7857142857142857,1,0.0863038228700089,3,0.0,0,0.0,0,0.0,0,108324.0,37,1.0,1,0.007304478561621,3,0.0,0,0.0,0,0.0,corvus_moneduloides
298,adder,381,reptiles,GCA_964194415.1,2,3515558.0,183,1.0,2,,3,0.0,0,0.0,0,0.0,0,123660.0,37,1.0,1,0.0085605437987492,3,0.0,0,0.0,0,0.0,vipera_berus
299,Hungarian_meadow_viper,380,reptiles,GCA_947247035.1,0,1007663.0,90,1.0,1,0.0079257045163571,3,0.0,0,0.0,0,0.0,0,121259.0,41,1.0,1,0.0088251789395114,3,0.0,0,0.0,0,0.0,vipera_ursinii
300,snub-nosed_viber,379,reptiles,GCA_024294585.1,0,1888143.0,97,1.0,1,0.0136810456512344,3,0.0,0,0.0,0,0.0,0,117195.0,40,1.0,1,0.008418166863087,3,0.0,0,0.0,0,0.0,vipera_latastei
301,Eastern_musk_turtle,367,reptiles,GCA_032164245.1,0,739274.0,91,0.967032967032967,1,0.0200340447110132,0,374863.0,75,1.0,1,0.0032710249343803,0,202217.0,45,1.0,1,0.0077359237343359,3,0.0,0,0.0,0,0.0,sternotherus_odoratus
302,olive_python,378,reptiles,GCA_030867105.1,0,3172499.0,92,1.0,1,0.0273112582482708,3,0.0,0,0.0,0,0.0,0,373599.0,92,1.0,1,0.022753152181784,3,0.0,0,0.0,0,0.0,liasis_olivaceus
303,viper_boa,377,reptiles,GCF_035149785.1,0,3984407.0,201,1.0,1,0.0334027487352306,3,0.0,0,0.0,0,0.0,0,478894.0,106,1.0,1,0.027803368215028,3,0.0,0,0.0,0,0.0,candoia_aspera
304,stout_iguana,390,reptiles,GCA_030412105.1,0,2897444.0,123,1.0,1,0.0202907980009328,3,0.0,0,0.0,0,0.0,0,691808.0,153,0.9869281045751634,1,0.0337372046498674,3,0.0,0,0.0,0,0.0,cyclura_pinguis
305,Filfola_wall_lizard,406,reptiles,GCA_964270895.1,0,2840795.0,107,0.9906542056074766,1,0.052285234863317,3,0.0,0,0.0,0,0.0,0,1586948.0,111,0.981981981981982,1,0.0376956678894761,3,0.0,0,0.0,0,0.0,podarcis_filfolensis
306,Ibiza_wall_lizard,403,reptiles,GCA_964106645.2,2,32615957.0,175,0.5652173913043478,2,,3,0.0,0,0.0,0,0.0,0,1660232.0,120,0.9916666666666668,1,0.0389403585558729,3,0.0,0,0.0,0,0.0,podarcis_pityusensis
307,Bocages_wall_lizard,401,reptiles,GCA_964188305.1,0,2893694.0,122,1.0,1,0.0496417226428844,3,0.0,0,0.0,0,0.0,0,1465853.0,68,0.9852941176470588,1,0.0328488920667418,3,0.0,0,0.0,0,0.0,podarcis_bocagei
308,Andalusian_wall_lizard,408,reptiles,GCA_965113315.1,2,9292624.0,154,0.5753424657534246,2,,3,0.0,0,0.0,0,0.0,0,1934041.0,79,0.6708860759493671,1,0.0430242085014834,3,0.0,0,0.0,0,0.0,podarcis_vaucheri
309,sand_lizard,395,reptiles,GCF_009819535.1,0,1750815.0,82,1.0,1,0.0338515291380809,3,0.0,0,0.0,0,0.0,0,315910.0,69,0.9855072463768116,1,0.0078866694266223,3,0.0,0,0.0,0,0.0,lacerta_agilis
310,Tyrrhenian_wall_lizard,409,reptiles,GCA_965153285.1,0,2586257.0,156,0.9935897435897436,1,0.0475490802162072,3,0.0,0,0.0,0,0.0,0,2019741.0,226,0.9823008849557522,1,0.0471765081501676,3,0.0,0,0.0,0,0.0,podarcis_tiliguerta
311,common_wall_lizard,400,reptiles,GCA_964188315.1,0,2682554.0,146,1.0,1,0.0450079767797431,3,0.0,0,0.0,0,0.0,0,1487356.0,79,0.9873417721518988,1,0.0345629901826027,3,0.0,0,0.0,0,0.0,podarcis_muralis
312,Aegean_wall_lizard,404,reptiles,GCA_964252035.1,0,2645802.0,96,0.9895833333333334,1,0.0470923419825565,3,0.0,0,0.0,0,0.0,0,1491309.0,74,0.972972972972973,1,0.0327021151976751,3,0.0,0,0.0,0,0.0,podarcis_erhardii
313,Italian_wall_lizard,399,reptiles,GCA_964188175.1,0,2645299.0,117,1.0,1,0.0477821871305979,3,0.0,0,0.0,0,0.0,0,1499014.0,80,0.975,1,0.0360680851293179,3,0.0,0,0.0,0,0.0,podarcis_siculus
314,Cretan_wall_lizard,398,reptiles,GCA_951804945.1,0,2201873.0,111,1.0,1,0.0381801665760455,3,0.0,0,0.0,0,0.0,0,1594020.0,102,0.9901960784313726,1,0.0353604056359962,3,0.0,0,0.0,0,0.0,podarcis_cretensis
315,Columbretes_wall_lizard,407,reptiles,GCA_965112155.1,2,12207487.0,204,0.5636363636363636,2,,3,0.0,0,0.0,0,0.0,0,1833600.0,119,0.907563025210084,1,0.0390248819378137,3,0.0,0,0.0,0,0.0,podarcis_liolepis
316,Aeolian_wall_lizard,397,reptiles,GCF_027172205.1,0,2931973.0,140,0.9928571428571428,1,0.0521255370139793,3,0.0,0,0.0,0,0.0,0,1750807.0,140,0.9928571428571428,1,0.0407441156428247,3,0.0,0,0.0,0,0.0,podarcis_raffonei
317,European_common_lizard,396,reptiles,GCF_963506605.1,0,2036381.0,93,0.989247311827957,1,0.0371260304670775,3,0.0,0,0.0,0,0.0,0,345576.0,69,0.9855072463768116,1,0.0081715117015258,3,0.0,0,0.0,0,0.0,zootoca_vivipara
318,Skyros_wall_lizard,402,reptiles,GCA_964106915.2,0,2765437.0,112,0.9910714285714286,1,0.0485782659452881,3,0.0,0,0.0,0,0.0,0,1495267.0,86,0.8488372093023255,1,0.0347495075282117,3,0.0,0,0.0,0,0.0,podarcis_gaigeae
319,Dalmatian_wall_lizard,405,reptiles,GCA_964234715.1,0,2496051.0,121,1.0,1,0.044380846236895,3,0.0,0,0.0,0,0.0,0,1445107.0,65,1.0,1,0.0342524217039316,3,0.0,0,0.0,0,0.0,podarcis_melisellensis
320,European_leaf-toed_gecko,413,reptiles,GCF_029931775.1,0,1423939.0,95,0.968421052631579,1,0.0334424494787768,3,0.0,0,0.0,0,0.0,0,468715.0,79,0.9873417721518988,1,0.007183110963881,3,0.0,0,0.0,0,0.0,euleptes_europaea
321,leopard_gecko,414,reptiles,GCF_028583425.1,0,2836374.0,137,0.9854014598540146,1,0.034980115945273,3,0.0,0,0.0,0,0.0,0,684186.0,106,1.0,1,0.0091728332284195,3,0.0,0,0.0,0,0.0,eublepharis_macularius
322,Southern_alligator_lizard,391,reptiles,GCF_023053635.1,0,2267556.0,95,1.0,1,0.0464240446658898,3,0.0,0,0.0,0,0.0,0,350255.0,59,1.0,1,0.0133476793909169,3,0.0,0,0.0,0,0.0,elgaria_multicarinata_webbii
323,Southern_California_legless_lizard,392,reptiles,GCA_029215775.1,0,2664396.0,73,1.0,1,0.0131464387584032,3,0.0,0,0.0,0,0.0,0,361947.0,65,1.0,1,0.0063792070002767,3,0.0,0,0.0,0,0.0,anniella_stebbinsi
324,Chinese_crocodile_lizard,394,reptiles,GCA_021292165.1,2,1784570.0,144,1.0,4,,3,0.0,0,0.0,0,0.0,0,411715.0,61,1.0,1,0.0150563807454301,3,0.0,0,0.0,0,0.0,shinisaurus_crocodilurus
325,Western_whiptail_stejnegeri,411,reptiles,GCA_023333525.2,0,3012069.0,54,1.0,1,0.0571680040895817,3,0.0,0,0.0,0,0.0,0,1920417.0,36,1.0,1,0.0882758776026532,3,0.0,0,0.0,0,0.0,aspidoscelis_tigris_stejnegeri
326,brown_anole,386,reptiles,GCF_037176765.1,0,977155.0,72,1.0,1,0.0072626444806593,3,0.0,0,0.0,0,0.0,0,185495.0,29,1.0,1,0.0016788351252763,3,0.0,0,0.0,0,0.0,anolis_sagrei
